Team_ID,Year,Week,Points,Home_Away,Fumbles_Recovered,Rushing_Touchdowns,Passing_Touchdowns,Kick_Return_Yards,Kick_Return_Touchdowns,Kick_Returns,Kicking_Points,First_Downs,Third_Down_Efficiency,Fourth_Down_Efficiency,Total_Yards,Net_Passing_Yards,Completion_Attempts,Yards_Per_Pass,Rushing_Attempts,Rushing_Yards,Yards_Per_Rush_Attempt,Total_Penalty_Yards,Turnovers,Fumbles_Lost,Interceptions,Possession_Time,Punt_Return_Yards,Punt_Return_Touchdowns,Punt_Returns,Interception_Yards,Interception_Touchdowns,Passes_Intercepted,Total_Fumbles,Tackles_For_Loss,Defensive_Touchdowns,Tackles,Sacks,QB_Hurries,Passes_Deflected
2.0,2023.0,1.0,14.0,0.0,0.0,1.0,0.0,37.0,0.0,1.0,2.0,0.0,0.6153846153846154,0.0,80.0,78.0,14.0,3.25,27.0,2.0,0.07407407407407407,45.0,1.0,1.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,6.0,0.0,0.0,0.0
2.0,2023.0,2.0,28.0,1.0,2.0,0.0,2.0,33.0,0.0,5.0,4.0,8.0,0.5384615384615384,0.6666666666666666,70.0,2.0,8.0,0.1111111111111111,20.0,68.0,3.4,45.0,0.0,1.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,2.0,20.0,1.0,6.0,3.0
3.0,2022.0,1.0,14.0,1.0,2.0,0.0,1.0,24.0,0.0,5.0,2.0,10.0,0.15384615384615385,1.0,300.0,143.0,13.0,6.217391304347826,8.0,157.0,19.625,45.0,5.0,0.0,1.0,0.32,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,3.0,0.0,2.0
3.0,2022.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,3.0,0.0,8.0,0.46153846153846156,0.3333333333333333,54.0,53.0,18.0,1.8928571428571428,25.0,1.0,0.04,60.0,0.0,3.0,2.0,0.69,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,5.0
3.0,2023.0,1.0,35.0,1.0,2.0,2.0,0.0,61.0,0.0,4.0,5.0,8.0,0.6153846153846154,0.6666666666666666,321.0,213.0,5.0,14.2,6.0,108.0,18.0,15.0,4.0,2.0,2.0,0.48,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,3.0,24.0,1.0,0.0,3.0
3.0,2023.0,2.0,35.0,1.0,2.0,5.0,0.0,13.0,0.0,3.0,5.0,8.0,0.5384615384615384,1.0,22.0,16.0,12.0,0.7272727272727273,2.0,6.0,3.0,15.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,3.0,9.0,4.0
4.0,2022.0,1.0,21.0,1.0,1.0,1.0,1.0,71.0,0.0,5.0,3.0,7.0,0.3076923076923077,0.6666666666666666,21.0,6.0,16.0,0.23076923076923078,2.0,15.0,7.5,20.0,3.0,2.0,2.0,0.48,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,12.0,2.0,2.0,3.0
4.0,2022.0,2.0,21.0,0.0,3.0,3.0,0.0,56.0,0.0,1.0,3.0,4.0,0.07692307692307693,0.6666666666666666,246.0,68.0,12.0,3.090909090909091,11.0,178.0,16.181818181818183,0.0,4.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,0.0,10.0,1.0
4.0,2023.0,1.0,14.0,0.0,2.0,0.0,1.0,84.0,0.0,4.0,2.0,8.0,0.6153846153846154,1.0,285.0,218.0,32.0,5.190476190476191,2.0,67.0,33.5,15.0,1.0,1.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,1.0,17.0,1.0,9.0,0.0
4.0,2023.0,2.0,28.0,0.0,1.0,0.0,4.0,9.0,0.0,4.0,4.0,9.0,0.46153846153846156,0.0,50.0,50.0,33.0,1.1627906976744187,19.0,0.0,0.0,0.0,0.0,3.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,20.0,0.0,7.0,3.0
5.0,2022.0,1.0,7.0,1.0,1.0,0.0,0.0,23.0,0.0,1.0,1.0,5.0,0.23076923076923078,0.6666666666666666,143.0,13.0,5.0,0.8666666666666667,25.0,130.0,5.2,25.0,3.0,0.0,3.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,6.0,5.0
5.0,2022.0,2.0,14.0,0.0,3.0,0.0,1.0,91.0,0.0,1.0,2.0,2.0,0.6153846153846154,0.3333333333333333,6.0,0.0,3.0,0.0,3.0,6.0,2.0,35.0,2.0,1.0,3.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,21.0,1.0,7.0,0.0
5.0,2023.0,1.0,14.0,1.0,2.0,0.0,2.0,75.0,0.0,3.0,2.0,13.0,0.5384615384615384,1.0,43.0,28.0,8.0,1.5555555555555556,27.0,15.0,0.5555555555555556,35.0,0.0,0.0,2.0,0.43,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,7.0,1.0,3.0,0.0
5.0,2023.0,2.0,21.0,1.0,1.0,2.0,1.0,26.0,0.0,4.0,3.0,8.0,0.15384615384615385,1.0,278.0,226.0,13.0,9.826086956521738,21.0,52.0,2.4761904761904763,5.0,3.0,2.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,4.0,2.0
6.0,2022.0,1.0,35.0,1.0,3.0,5.0,0.0,65.0,0.0,1.0,5.0,5.0,0.8461538461538461,0.3333333333333333,284.0,77.0,31.0,1.8780487804878048,6.0,207.0,34.5,40.0,5.0,1.0,1.0,0.53,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,11.0,1.0,6.0,0.0
6.0,2022.0,2.0,35.0,1.0,0.0,5.0,0.0,33.0,0.0,3.0,5.0,11.0,0.15384615384615385,0.3333333333333333,242.0,68.0,27.0,1.837837837837838,2.0,174.0,87.0,60.0,4.0,1.0,3.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,9.0,2.0,4.0,3.0
6.0,2023.0,1.0,0.0,0.0,3.0,0.0,0.0,95.0,0.0,5.0,0.0,10.0,1.0,1.0,130.0,33.0,1.0,3.0,24.0,97.0,4.041666666666667,25.0,2.0,1.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,0.0,0.0,2.0
6.0,2023.0,2.0,0.0,1.0,1.0,0.0,0.0,21.0,0.0,1.0,0.0,9.0,0.46153846153846156,0.3333333333333333,55.0,33.0,27.0,0.8918918918918919,31.0,22.0,0.7096774193548387,55.0,2.0,2.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,8.0,0.0,4.0,3.0
7.0,2022.0,1.0,14.0,1.0,2.0,1.0,1.0,25.0,0.0,4.0,2.0,11.0,0.6153846153846154,0.3333333333333333,125.0,38.0,25.0,1.0857142857142856,32.0,87.0,2.71875,15.0,5.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,7.0,5.0
7.0,2022.0,2.0,28.0,0.0,2.0,1.0,2.0,32.0,0.0,0.0,4.0,12.0,0.38461538461538464,1.0,163.0,98.0,2.0,8.166666666666666,26.0,65.0,2.5,15.0,0.0,1.0,2.0,0.66,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,18.0,3.0,5.0,1.0
7.0,2023.0,1.0,35.0,1.0,2.0,4.0,1.0,8.0,0.0,3.0,5.0,9.0,0.23076923076923078,1.0,216.0,183.0,9.0,9.631578947368421,1.0,33.0,33.0,5.0,1.0,1.0,3.0,0.56,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,1.0,4.0
7.0,2023.0,2.0,35.0,0.0,0.0,0.0,3.0,58.0,0.0,1.0,5.0,1.0,0.6923076923076923,0.6666666666666666,127.0,53.0,16.0,2.0384615384615383,32.0,74.0,2.3125,5.0,5.0,2.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,2.0,21.0,0.0,10.0,3.0
8.0,2022.0,1.0,28.0,1.0,0.0,2.0,0.0,63.0,0.0,1.0,4.0,4.0,0.9230769230769231,1.0,222.0,44.0,9.0,2.3157894736842106,33.0,178.0,5.393939393939394,0.0,1.0,0.0,2.0,0.3,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,2.0,12.0,1.0,2.0,0.0
8.0,2022.0,2.0,21.0,1.0,1.0,1.0,2.0,54.0,0.0,1.0,3.0,5.0,0.5384615384615384,0.0,267.0,8.0,31.0,0.1951219512195122,14.0,259.0,18.5,0.0,3.0,2.0,3.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,15.0,3.0,6.0,4.0
8.0,2023.0,1.0,14.0,1.0,0.0,1.0,0.0,96.0,0.0,5.0,2.0,3.0,0.23076923076923078,1.0,14.0,1.0,11.0,0.047619047619047616,17.0,13.0,0.7647058823529411,35.0,2.0,3.0,2.0,0.72,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,10.0,0.0,2.0,0.0
8.0,2023.0,2.0,7.0,1.0,1.0,0.0,1.0,41.0,0.0,1.0,1.0,2.0,0.0,1.0,196.0,158.0,13.0,6.869565217391305,4.0,38.0,9.5,65.0,1.0,3.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,0.0,18.0,1.0,9.0,4.0
9.0,2022.0,1.0,7.0,1.0,2.0,1.0,0.0,17.0,0.0,3.0,1.0,12.0,0.07692307692307693,0.6666666666666666,88.0,75.0,35.0,1.6666666666666667,24.0,13.0,0.5416666666666666,30.0,1.0,0.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,6.0,5.0
9.0,2022.0,2.0,14.0,1.0,0.0,0.0,1.0,12.0,0.0,5.0,2.0,1.0,0.0,0.3333333333333333,294.0,141.0,7.0,8.294117647058824,27.0,153.0,5.666666666666667,5.0,1.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,4.0,1.0
9.0,2023.0,1.0,14.0,0.0,0.0,0.0,0.0,38.0,0.0,2.0,2.0,4.0,0.0,0.0,16.0,9.0,33.0,0.20930232558139536,23.0,7.0,0.30434782608695654,20.0,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,17.0,1.0,4.0,1.0
9.0,2023.0,2.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,3.0,0.0,0.0,0.7692307692307693,0.0,312.0,45.0,27.0,1.2162162162162162,5.0,267.0,53.4,20.0,0.0,1.0,1.0,0.74,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,7.0,2.0
10.0,2022.0,1.0,21.0,1.0,0.0,3.0,0.0,7.0,0.0,5.0,3.0,3.0,0.9230769230769231,0.0,253.0,127.0,29.0,3.2564102564102564,22.0,126.0,5.7272727272727275,40.0,1.0,1.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,14.0,2.0,1.0,0.0
10.0,2022.0,2.0,7.0,0.0,0.0,1.0,0.0,77.0,0.0,5.0,1.0,10.0,0.15384615384615385,0.0,7.0,0.0,13.0,0.0,18.0,7.0,0.3888888888888889,40.0,1.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,19.0,2.0,4.0,1.0
10.0,2023.0,1.0,28.0,0.0,1.0,0.0,2.0,56.0,0.0,0.0,4.0,13.0,0.0,0.3333333333333333,260.0,67.0,29.0,1.7179487179487178,18.0,193.0,10.722222222222221,45.0,3.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,2.0,22.0,1.0,9.0,3.0
10.0,2023.0,2.0,14.0,1.0,1.0,1.0,1.0,74.0,0.0,3.0,2.0,11.0,0.3076923076923077,1.0,219.0,81.0,20.0,2.7,4.0,138.0,34.5,30.0,0.0,3.0,1.0,0.62,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,14.0,3.0,10.0,3.0
11.0,2022.0,1.0,35.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,5.0,1.0,0.6923076923076923,1.0,115.0,101.0,30.0,2.525,31.0,14.0,0.45161290322580644,5.0,1.0,0.0,1.0,0.71,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,20.0,2.0,7.0,4.0
11.0,2022.0,2.0,14.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,1.0,0.38461538461538464,0.0,197.0,187.0,8.0,10.38888888888889,33.0,10.0,0.30303030303030304,40.0,3.0,2.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,16.0,0.0,10.0,3.0
11.0,2023.0,1.0,28.0,0.0,0.0,4.0,0.0,22.0,0.0,3.0,4.0,6.0,0.0,0.3333333333333333,233.0,43.0,5.0,2.8666666666666667,18.0,190.0,10.555555555555555,5.0,3.0,2.0,3.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0
11.0,2023.0,2.0,7.0,1.0,2.0,1.0,0.0,3.0,0.0,5.0,1.0,5.0,0.0,0.0,131.0,121.0,14.0,5.041666666666667,35.0,10.0,0.2857142857142857,60.0,0.0,3.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,8.0,2.0,5.0,0.0
12.0,2022.0,1.0,21.0,0.0,3.0,3.0,0.0,12.0,0.0,5.0,3.0,2.0,0.07692307692307693,0.3333333333333333,267.0,172.0,15.0,6.88,28.0,95.0,3.392857142857143,65.0,5.0,0.0,1.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,7.0,0.0,4.0,3.0
12.0,2022.0,2.0,21.0,0.0,3.0,1.0,1.0,7.0,0.0,5.0,3.0,1.0,0.9230769230769231,0.3333333333333333,42.0,1.0,32.0,0.023809523809523808,31.0,41.0,1.3225806451612903,30.0,4.0,3.0,2.0,0.47,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,7.0,2.0,7.0,0.0
12.0,2023.0,1.0,0.0,0.0,1.0,0.0,0.0,89.0,0.0,0.0,0.0,1.0,0.3076923076923077,0.3333333333333333,304.0,244.0,3.0,18.76923076923077,1.0,60.0,60.0,45.0,5.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,18.0,2.0,8.0,0.0
12.0,2023.0,2.0,21.0,0.0,0.0,0.0,3.0,78.0,0.0,0.0,3.0,13.0,0.9230769230769231,1.0,243.0,88.0,13.0,3.8260869565217392,13.0,155.0,11.923076923076923,50.0,5.0,2.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0
13.0,2022.0,1.0,35.0,1.0,2.0,1.0,4.0,22.0,0.0,0.0,5.0,2.0,0.6923076923076923,0.3333333333333333,79.0,55.0,12.0,2.5,18.0,24.0,1.3333333333333333,0.0,3.0,1.0,3.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,14.0,2.0,6.0,3.0
13.0,2022.0,2.0,0.0,1.0,3.0,0.0,0.0,11.0,0.0,4.0,0.0,11.0,0.9230769230769231,0.0,12.0,7.0,33.0,0.16279069767441862,16.0,5.0,0.3125,30.0,1.0,2.0,2.0,0.38,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,2.0,0.0,1.0
13.0,2023.0,1.0,0.0,1.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,5.0,0.8461538461538461,0.3333333333333333,245.0,34.0,25.0,0.9714285714285714,11.0,211.0,19.181818181818183,65.0,0.0,1.0,2.0,0.49,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,0.0,14.0,3.0,3.0,3.0
13.0,2023.0,2.0,0.0,0.0,3.0,0.0,0.0,26.0,0.0,1.0,0.0,11.0,0.8461538461538461,0.3333333333333333,180.0,44.0,17.0,1.6296296296296295,26.0,136.0,5.230769230769231,60.0,1.0,3.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,0.0,14.0,1.0,5.0,2.0
14.0,2022.0,1.0,0.0,1.0,3.0,0.0,0.0,81.0,0.0,0.0,0.0,9.0,0.3076923076923077,0.0,301.0,49.0,9.0,2.5789473684210527,1.0,252.0,252.0,55.0,3.0,1.0,1.0,0.48,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,5.0,0.0,7.0,1.0
14.0,2022.0,2.0,14.0,0.0,3.0,0.0,1.0,85.0,0.0,0.0,2.0,4.0,0.38461538461538464,1.0,266.0,43.0,10.0,2.15,28.0,223.0,7.964285714285714,60.0,3.0,1.0,1.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,13.0,1.0,0.0,5.0
14.0,2023.0,1.0,0.0,0.0,3.0,0.0,0.0,32.0,0.0,4.0,0.0,8.0,1.0,0.0,47.0,41.0,16.0,1.5769230769230769,25.0,6.0,0.24,15.0,1.0,1.0,2.0,0.34,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,19.0,3.0,4.0,0.0
14.0,2023.0,2.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,1.0,0.0,5.0,0.38461538461538464,0.3333333333333333,207.0,155.0,30.0,3.875,32.0,52.0,1.625,0.0,2.0,0.0,2.0,0.51,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,6.0,0.0,1.0,5.0
15.0,2022.0,1.0,35.0,1.0,3.0,4.0,0.0,67.0,0.0,2.0,5.0,7.0,0.6153846153846154,0.6666666666666666,210.0,23.0,11.0,1.0952380952380953,8.0,187.0,23.375,10.0,2.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,1.0,5.0,3.0
15.0,2022.0,2.0,35.0,0.0,0.0,1.0,3.0,53.0,0.0,3.0,5.0,3.0,0.6153846153846154,0.3333333333333333,189.0,118.0,1.0,10.727272727272727,22.0,71.0,3.227272727272727,45.0,0.0,1.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,19.0,0.0,9.0,2.0
15.0,2023.0,1.0,0.0,0.0,1.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,1.0,0.6666666666666666,240.0,80.0,14.0,3.3333333333333335,29.0,160.0,5.517241379310345,55.0,0.0,0.0,1.0,0.64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,17.0,3.0,1.0,5.0
15.0,2023.0,2.0,35.0,0.0,0.0,1.0,2.0,18.0,0.0,3.0,5.0,4.0,0.15384615384615385,1.0,198.0,114.0,28.0,3.0,29.0,84.0,2.896551724137931,35.0,3.0,1.0,2.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,18.0,3.0,3.0,0.0
16.0,2022.0,1.0,0.0,0.0,3.0,0.0,0.0,93.0,0.0,5.0,0.0,3.0,0.7692307692307693,0.6666666666666666,74.0,43.0,8.0,2.388888888888889,25.0,31.0,1.24,35.0,2.0,1.0,2.0,0.56,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,17.0,3.0,2.0,1.0
16.0,2022.0,2.0,0.0,1.0,1.0,0.0,0.0,96.0,0.0,2.0,0.0,6.0,0.6153846153846154,0.3333333333333333,139.0,86.0,32.0,2.0476190476190474,25.0,53.0,2.12,50.0,3.0,3.0,1.0,0.45,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,9.0,0.0,4.0,2.0
16.0,2023.0,1.0,14.0,0.0,2.0,0.0,0.0,43.0,0.0,2.0,2.0,9.0,0.15384615384615385,0.0,256.0,162.0,16.0,6.230769230769231,4.0,94.0,23.5,35.0,3.0,0.0,2.0,0.32,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,4.0,0.0,9.0,2.0
16.0,2023.0,2.0,21.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,3.0,5.0,0.23076923076923078,0.0,7.0,5.0,20.0,0.16666666666666666,5.0,2.0,0.4,0.0,5.0,3.0,2.0,0.38,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,3.0,22.0,0.0,7.0,2.0
17.0,2022.0,1.0,7.0,1.0,0.0,1.0,0.0,47.0,0.0,2.0,1.0,1.0,0.7692307692307693,0.3333333333333333,254.0,82.0,15.0,3.28,5.0,172.0,34.4,50.0,1.0,3.0,1.0,0.46,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,16.0,3.0,8.0,1.0
17.0,2022.0,2.0,14.0,1.0,1.0,2.0,0.0,22.0,0.0,5.0,2.0,4.0,0.3076923076923077,1.0,162.0,55.0,13.0,2.391304347826087,14.0,107.0,7.642857142857143,55.0,4.0,1.0,3.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,9.0,2.0,9.0,4.0
17.0,2023.0,1.0,14.0,0.0,2.0,1.0,1.0,60.0,0.0,5.0,2.0,12.0,0.6153846153846154,0.0,199.0,124.0,7.0,7.294117647058823,9.0,75.0,8.333333333333334,35.0,2.0,2.0,1.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0
17.0,2023.0,2.0,7.0,0.0,2.0,0.0,1.0,33.0,0.0,5.0,1.0,12.0,0.38461538461538464,0.3333333333333333,117.0,21.0,35.0,0.4666666666666667,33.0,96.0,2.909090909090909,50.0,3.0,1.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,6.0,2.0
18.0,2022.0,1.0,21.0,0.0,2.0,2.0,1.0,72.0,0.0,5.0,3.0,5.0,0.23076923076923078,1.0,200.0,89.0,23.0,2.696969696969697,25.0,111.0,4.44,55.0,1.0,3.0,2.0,0.28,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,11.0,0.0,0.0,0.0
18.0,2022.0,2.0,35.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,0.6153846153846154,0.3333333333333333,211.0,91.0,27.0,2.4594594594594597,1.0,120.0,120.0,25.0,4.0,2.0,3.0,0.47,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,5.0,9.0,1.0,2.0,3.0
18.0,2023.0,1.0,7.0,0.0,3.0,0.0,1.0,71.0,0.0,5.0,1.0,12.0,0.7692307692307693,0.3333333333333333,307.0,280.0,12.0,12.727272727272727,20.0,27.0,1.35,60.0,0.0,2.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,11.0,2.0,6.0,5.0
18.0,2023.0,2.0,21.0,1.0,3.0,0.0,2.0,38.0,0.0,4.0,3.0,5.0,0.15384615384615385,1.0,85.0,72.0,30.0,1.8,16.0,13.0,0.8125,25.0,1.0,0.0,2.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,1.0,14.0,0.0,3.0,2.0
